event date,volunteer number,event budge,event type,volunteer certification,total number,event location,volunteer's bonus,volunteer's score,satisfy
1/6/2015,11,2000,Development Volunteer,Y,50,North Vancouver,480,10,Y
3/30/2015,27,2000,Chamber of Commerce,Y,200,Burnaby,165,50,Y
6/26/2015,18,3000,Equipment Sorter,Y,50,Richmond,109,40,Y
1/17/2015,33,3000,Childcare,Y,100,Langley,247,10,Y
8/5/2015,40,3000,Office Volunteer,Y,200,North Vancouver,64,10,Y
6/22/2015,10,2000,Development Volunteer,Y,600,Langley,316,20,Y
1/5/2015,30,4000,Graphic Design,Y,100,New Westminster,419,20,Y
4/5/2015,20,4000,Social Media,Y,100,Burnaby,333,40,Y
10/13/2015,37,1000,Childen Program,Y,300,Maple Ridge,317,10,Y
5/4/2015,12,4000,Visual Arts Committee,Y,600,New Westminster,259,10,Y
3/12/2015,30,2000,Concert,Y,500,Vancouver,108,20,Y
6/12/2015,33,2000,Seniors Centre Volunteer,Y,200,Richmond,33,30,Y
1/9/2015,35,2000,Graphic Design,N,500,Maple Ridge,20,10,Y
2/28/2015,26,4000,Survey,Y,500,Vancouver,130,40,Y
7/22/2015,40,2000,Special Event,Y,200,Coquitlam,375,10,Y
9/27/2015,40,4000,Equipment Sorter,Y,100,Burnaby,238,50,Y
4/18/2015,28,4000,Recreation Assistants,N,300,North Vancouver,280,10,Y
8/8/2015,28,1000,Graphic Design,Y,200,Richmond,345,30,N
4/24/2015,23,4000,Conference,Y,100,Richmond,488,50,Y
6/26/2015,23,2000,Graphic Design,Y,600,Langley,289,40,Y
2/13/2015,38,4000,Competition,N,400,Vancouver,452,40,Y
3/13/2015,40,2000,Market Volunteer,Y,300,Langley,56,10,Y
4/26/2015,32,4000,Survey,Y,500,Richmond,278,20,Y
4/24/2015,15,2000,Cultural event,Y,50,New Westminster,127,50,Y
4/14/2015,27,2000,Nature House Volunteer,Y,200,North Vancouver,382,30,N
3/24/2015,12,4000,Charitable Donations,Y,50,North Vancouver,467,10,Y
3/11/2015,19,4000,Cultural event,Y,200,North Vancouver,361,40,Y
7/5/2015,27,2000,Study buddy Tutor,Y,400,Burnaby,92,20,Y
6/30/2015,34,1000,Health Product Study,Y,600,Vancouver,302,10,Y
8/8/2015,32,4000,Special Event,Y,200,Burnaby,145,40,Y
7/15/2015,40,4000,Childcare,Y,50,West Vancouver,399,50,Y
10/24/2015,11,2000,In-School Mentor,Y,50,Vancouver,130,50,Y
10/16/2015,25,3000,Fundraising,Y,500,West Vancouver,172,40,N
6/6/2015,24,1000,Meals on Wheels Volunteer,N,200,Richmond,267,50,Y
10/25/2015,18,3000,Childcare,Y,500,Langley,89,40,Y
1/9/2015,25,4000,Party,Y,50,Richmond,172,30,Y
3/23/2015,18,1000,Community Visitor,Y,100,Vancouver,106,20,Y
1/22/2015,26,3000,In-School Mentor,Y,100,Richmond,144,50,Y
2/24/2015,21,1000,Conference,Y,500,Vancouver,383,10,Y
5/4/2015,27,2000,Nature House Volunteer,Y,100,West Vancouver,204,20,Y
8/11/2015,19,4000,Training,Y,200,Langley,489,50,Y
8/16/2015,11,1000,Health Product Study,Y,400,West Vancouver,299,30,N
9/24/2015,10,3000,Social Media,Y,600,Vancouver,429,30,N
5/19/2015,16,3000,Recreation Assistants,Y,600,West Vancouver,258,20,N
5/21/2015,33,1000,Cultural event,Y,300,Burnaby,34,30,Y
2/4/2015,21,2000,Nature House Volunteer,Y,600,West Vancouver,235,20,Y
5/25/2015,11,4000,Chamber of Commerce,Y,50,New Westminster,189,30,Y
5/13/2015,33,3000,Party,Y,100,Burnaby,132,50,N
7/15/2015,12,2000,Urban Native Youth Association,Y,500,West Vancouver,300,30,Y
5/12/2015,14,3000,In-School Mentor,Y,100,West Vancouver,331,50,Y
3/21/2015,18,1000,Development Volunteer,Y,50,New Westminster,476,40,N
6/9/2015,14,1000,Urban Native Youth Association,Y,500,New Westminster,178,40,Y
1/13/2015,12,4000,Market Volunteer,Y,300,Maple Ridge,181,30,Y
9/20/2015,37,3000,Social Media,Y,50,North Vancouver,46,20,Y
2/24/2015,32,3000,Food Hamper Volunteer,N,600,Richmond,364,10,Y
6/2/2015,24,1000,Health Product Study,Y,400,Langley,111,30,Y
3/30/2015,17,4000,Competition,Y,200,New Westminster,386,50,Y
6/19/2015,18,1000,Visual Arts Committee,Y,400,Coquitlam,128,10,Y
4/11/2015,18,1000,Visual Arts Committee,Y,600,New Westminster,46,40,Y
10/2/2015,11,1000,Special Event,Y,100,West Vancouver,148,30,Y
10/26/2015,10,4000,Office Volunteer,Y,200,New Westminster,427,40,Y
1/11/2015,25,2000,Museum Tour Guide,N,200,West Vancouver,57,20,Y
6/10/2015,14,3000,Office Volunteer,Y,200,Burnaby,81,20,N
6/25/2015,21,1000,Nature House Volunteer,Y,300,New Westminster,434,20,N
3/16/2015,39,4000,Study buddy Tutor,N,300,Richmond,273,10,Y
1/22/2015,28,2000,Meals on Wheels Volunteer,Y,600,Burnaby,31,20,Y
7/29/2015,32,1000,Fitness Class,Y,50,West Vancouver,12,30,N
5/15/2015,32,1000,Nature House Volunteer,N,300,New Westminster,27,30,Y
9/12/2015,29,4000,Urban Native Youth Association,Y,200,Langley,87,10,Y
1/25/2015,14,4000,Nature House Volunteer,Y,300,Maple Ridge,478,40,Y
2/5/2015,16,3000,Special Event,Y,300,New Westminster,10,30,Y
10/12/2015,28,4000,Chamber of Commerce,Y,300,New Westminster,100,30,N
5/28/2015,36,4000,Charitable Donations,Y,300,Burnaby,112,10,Y
7/28/2015,33,1000,Chamber of Commerce,Y,500,Langley,295,40,Y
3/18/2015,22,3000,Meals on Wheels Volunteer,Y,200,New Westminster,299,10,Y
4/20/2015,15,3000,Special Event,Y,600,West Vancouver,195,10,Y
1/9/2015,28,3000,Big Sister Program,N,200,West Vancouver,379,30,Y
4/23/2015,39,2000,Recreation Assistants,N,50,New Westminster,59,20,Y
6/8/2015,31,4000,Food Hamper Volunteer,Y,600,Langley,373,20,Y
3/21/2015,22,3000,Special Event,Y,100,Coquitlam,95,50,N
7/25/2015,25,3000,Festival,Y,100,West Vancouver,87,10,N
8/6/2015,39,1000,Urban Native Youth Association,Y,600,West Vancouver,304,30,Y
10/24/2015,26,3000,Market Volunteer,Y,300,Coquitlam,399,40,N
8/28/2015,36,1000,Fundraising,N,300,North Vancouver,31,40,Y
9/7/2015,26,4000,Speech,Y,400,Vancouver,288,30,Y
6/9/2015,17,3000,Party,Y,600,Maple Ridge,198,30,Y
1/14/2015,18,1000,Community Visitor,Y,300,Coquitlam,149,50,Y
6/2/2015,35,2000,Office Volunteer,Y,50,North Vancouver,243,10,Y
5/22/2015,23,2000,Cultural event,Y,500,Langley,138,40,Y
10/14/2015,35,4000,Meals on Wheels Volunteer,Y,400,New Westminster,311,30,Y
4/28/2015,23,4000,Market Volunteer,Y,300,New Westminster,96,20,Y
1/17/2015,34,2000,Festival,Y,600,North Vancouver,340,30,Y
1/6/2015,18,3000,Health Product Study,Y,100,Coquitlam,46,20,Y
5/27/2015,23,1000,Recreation Assistants,Y,100,West Vancouver,358,30,Y
10/18/2015,36,4000,Childcare,Y,50,Burnaby,318,20,Y
4/29/2015,16,2000,Food Hamper Volunteer,Y,500,New Westminster,489,20,Y
3/24/2015,22,3000,Food Hamper Volunteer,Y,50,New Westminster,79,40,N
2/25/2015,32,4000,Health Product Study,N,50,North Vancouver,198,20,Y
4/17/2015,28,1000,Fitness Class,Y,200,Richmond,100,50,Y
6/17/2015,32,3000,Childen Program,Y,200,Richmond,110,40,N
9/30/2015,35,2000,Fitness Class,Y,50,Vancouver,44,20,Y
6/14/2015,24,1000,Market Volunteer,N,500,Vancouver,405,30,Y
9/18/2015,22,2000,Seniors Centre Volunteer,Y,500,Coquitlam,27,40,Y
8/28/2015,17,3000,In-School Mentor,Y,600,Langley,20,30,Y
3/1/2015,24,2000,Market Volunteer,Y,200,New Westminster,436,30,Y
8/3/2015,29,4000,Study buddy Tutor,Y,400,North Vancouver,308,10,Y
1/4/2015,32,1000,Childen Program,Y,200,Langley,177,50,Y
9/4/2015,18,4000,Fitness Class,Y,50,Richmond,444,50,Y
6/12/2015,12,1000,Nature House Volunteer,Y,100,Maple Ridge,177,50,N
10/16/2015,25,3000,Visual Arts Committee,Y,400,North Vancouver,14,40,Y
2/23/2015,26,2000,Seniors Centre Volunteer,Y,200,North Vancouver,369,20,Y
1/23/2015,37,1000,Survey,Y,600,North Vancouver,168,10,Y
2/22/2015,39,3000,Conference,Y,100,Maple Ridge,73,30,Y
1/19/2015,10,3000,Study buddy Tutor,Y,300,New Westminster,75,40,Y
4/27/2015,28,3000,Urban Native Youth Association,Y,200,Richmond,50,50,Y
3/12/2015,34,4000,Food Hamper Volunteer,Y,400,Vancouver,388,20,Y
10/23/2015,28,1000,Recreation Assistants,Y,300,Burnaby,238,50,Y
7/28/2015,24,4000,Childcare,Y,200,Burnaby,76,40,N
2/18/2015,13,3000,In-School Mentor,Y,50,Richmond,36,10,Y
2/19/2015,28,4000,Survey,Y,300,Vancouver,318,50,Y
7/16/2015,18,3000,Charitable Donations,Y,400,Langley,386,50,Y
1/10/2015,26,3000,Cultural event,Y,300,Vancouver,225,20,Y
8/14/2015,35,4000,Meals on Wheels Volunteer,Y,50,West Vancouver,425,20,Y
2/10/2015,39,3000,Office Volunteer,Y,200,Vancouver,430,10,Y
6/4/2015,12,4000,Training,Y,50,Burnaby,456,50,Y
3/14/2015,24,1000,Chamber of Commerce,Y,300,West Vancouver,66,40,Y
8/25/2015,26,2000,Museum Tour Guide,Y,300,Burnaby,294,50,Y
10/20/2015,15,3000,Concert,Y,400,Maple Ridge,466,30,Y
9/11/2015,35,3000,Development Volunteer,Y,300,Langley,15,10,Y
8/30/2015,16,2000,Health Product Study,Y,50,Coquitlam,339,40,Y
8/29/2015,40,2000,Urban Native Youth Association,Y,200,Coquitlam,365,10,Y
7/28/2015,16,1000,Meals on Wheels Volunteer,N,600,Vancouver,111,10,Y
7/12/2015,22,1000,Fundraising,Y,600,Vancouver,444,20,Y
4/12/2015,19,4000,Childcare,Y,500,Burnaby,66,20,Y
2/4/2015,14,1000,Parade,Y,200,Coquitlam,205,30,N
8/5/2015,26,3000,Equipment Sorter,Y,500,Richmond,484,50,Y
8/5/2015,14,2000,Museum Tour Guide,Y,50,West Vancouver,191,30,Y
7/26/2015,23,1000,Development Volunteer,Y,200,Richmond,154,40,N
2/22/2015,29,1000,Childcare,Y,100,Vancouver,317,10,N
10/13/2015,31,4000,Fundraising,Y,100,Coquitlam,286,40,Y
8/20/2015,20,3000,Office Volunteer,Y,50,Langley,14,30,Y
3/24/2015,39,2000,Graphic Design,Y,400,Coquitlam,124,50,Y
8/6/2015,13,2000,Competition,Y,50,Burnaby,13,10,Y
2/25/2015,13,3000,Big Sister Program,Y,300,North Vancouver,205,50,Y
2/10/2015,20,4000,Big Sister Program,Y,100,Maple Ridge,464,40,Y
3/4/2015,18,1000,Concert,Y,200,Burnaby,148,40,Y
7/14/2015,35,3000,Chamber of Commerce,Y,100,Burnaby,497,10,Y
9/18/2015,13,3000,Office Volunteer,Y,100,Vancouver,64,30,Y
1/10/2015,35,1000,Survey,N,200,North Vancouver,26,10,N
4/20/2015,10,4000,Chamber of Commerce,Y,600,Maple Ridge,12,20,Y
8/25/2015,40,1000,Survey,Y,50,Maple Ridge,146,20,Y
8/21/2015,25,3000,Contest,Y,300,West Vancouver,406,40,Y
2/5/2015,16,4000,Special Event,Y,100,Richmond,72,50,Y
9/11/2015,39,2000,Graphic Design,Y,600,Vancouver,382,30,Y
5/3/2015,22,2000,Festival,Y,500,Langley,82,50,N
3/14/2015,12,2000,Conference,Y,500,North Vancouver,164,10,Y
7/16/2015,10,4000,Fitness Class,Y,600,West Vancouver,186,40,Y
4/26/2015,34,3000,Speech,Y,600,Langley,400,50,Y
4/17/2015,38,2000,Urban Native Youth Association,Y,400,Langley,228,40,Y
8/16/2015,33,3000,Festival,Y,300,North Vancouver,305,10,Y
5/17/2015,18,3000,Contest,Y,500,Langley,320,40,Y
7/11/2015,11,1000,Fitness Class,Y,600,New Westminster,197,10,Y
1/29/2015,13,2000,Childcare,Y,300,North Vancouver,134,30,N
3/7/2015,19,1000,Party,Y,500,North Vancouver,319,40,Y
2/21/2015,29,1000,Festival,Y,300,Burnaby,51,30,Y
10/19/2015,10,1000,Party,Y,50,Langley,487,10,Y
10/2/2015,10,3000,Nature House Volunteer,Y,200,Langley,291,20,Y
10/7/2015,20,1000,Childen Program,Y,600,New Westminster,337,50,Y
10/19/2015,29,1000,Special Event,Y,400,New Westminster,115,30,Y
6/21/2015,25,3000,Meals on Wheels Volunteer,Y,500,Langley,493,20,Y
1/10/2015,22,1000,Training,Y,600,Richmond,57,20,Y
7/18/2015,10,4000,Nature House Volunteer,Y,300,Burnaby,79,40,Y
5/24/2015,22,4000,Study buddy Tutor,Y,200,New Westminster,212,30,Y
9/5/2015,25,3000,Office Volunteer,Y,200,Richmond,230,30,Y
1/13/2015,19,4000,Parade,Y,200,West Vancouver,24,40,Y
7/2/2015,35,2000,Parade,N,600,Langley,128,50,N
9/5/2015,22,1000,Urban Native Youth Association,Y,600,Maple Ridge,178,10,Y
9/3/2015,22,1000,Market Volunteer,Y,50,Maple Ridge,148,10,Y
7/15/2015,22,2000,In-School Mentor,Y,200,Vancouver,39,20,Y
7/21/2015,10,3000,Recreation Assistants,Y,300,Richmond,23,10,Y
8/4/2015,18,3000,Social Media,Y,50,Burnaby,40,50,Y
10/21/2015,25,1000,Fitness Class,Y,500,Maple Ridge,44,20,Y
4/15/2015,36,2000,Recreation Assistants,Y,300,Langley,204,50,Y
4/22/2015,28,4000,Concert,Y,400,Langley,62,20,Y
6/21/2015,31,3000,Training,Y,400,Vancouver,128,40,Y
4/17/2015,15,1000,Festival,Y,200,Coquitlam,418,40,Y
1/5/2015,26,3000,Speech,Y,200,Richmond,305,50,Y
1/7/2015,30,1000,Concert,Y,500,Coquitlam,45,40,Y
6/3/2015,35,4000,In-School Mentor,Y,600,Vancouver,385,40,Y
3/25/2015,13,2000,Conference,Y,400,Richmond,57,20,N
6/10/2015,25,4000,Fitness Class,Y,50,New Westminster,414,40,Y
9/22/2015,17,2000,Competition,Y,300,New Westminster,106,30,Y
4/29/2015,12,4000,Study buddy Tutor,Y,200,Vancouver,268,20,Y
4/20/2015,33,3000,Special Event,Y,50,West Vancouver,377,30,Y
2/3/2015,37,1000,Meals on Wheels Volunteer,Y,100,Maple Ridge,456,40,Y
2/13/2015,39,3000,Conference,N,300,New Westminster,205,10,Y
3/22/2015,37,3000,Recreation Assistants,Y,500,Richmond,380,50,Y
1/7/2015,28,2000,Graphic Design,N,50,Maple Ridge,173,20,Y
1/30/2015,27,2000,Training,Y,200,Langley,422,10,Y
7/12/2015,37,2000,Childcare,Y,300,Richmond,320,40,Y
3/30/2015,37,4000,Community Visitor,Y,400,Coquitlam,279,30,Y
6/13/2015,35,2000,Chamber of Commerce,Y,100,Richmond,238,30,Y
5/12/2015,34,1000,Nature House Volunteer,Y,500,Richmond,395,10,Y
4/3/2015,30,2000,Conference,Y,500,Richmond,102,10,N
9/7/2015,22,2000,Special Event,Y,400,New Westminster,180,40,Y
2/25/2015,30,4000,Contest,Y,500,Langley,177,30,Y
4/10/2015,18,1000,Museum Tour Guide,Y,100,Coquitlam,387,20,Y
8/26/2015,34,4000,Contest,Y,600,Richmond,408,30,Y
9/15/2015,29,2000,Social Media,Y,300,West Vancouver,222,50,Y
3/2/2015,31,3000,Social Media,Y,400,New Westminster,391,30,Y
9/13/2015,15,4000,Nature House Volunteer,Y,400,West Vancouver,221,50,Y
3/15/2015,18,1000,Food Hamper Volunteer,Y,100,Maple Ridge,254,10,Y
8/24/2015,24,3000,Concert,Y,400,Maple Ridge,461,50,Y
4/8/2015,20,2000,Charitable Donations,Y,500,West Vancouver,431,30,Y
2/23/2015,27,4000,Festival,Y,200,North Vancouver,158,10,Y
4/25/2015,16,1000,Meals on Wheels Volunteer,Y,50,Burnaby,75,50,Y
8/18/2015,18,4000,Market Volunteer,Y,300,Langley,493,20,N
4/9/2015,10,4000,Study buddy Tutor,Y,200,Richmond,360,10,Y
1/9/2015,22,1000,Fundraising,Y,100,Vancouver,299,40,Y
10/14/2015,17,1000,Nature House Volunteer,N,500,Vancouver,426,50,Y
4/8/2015,40,1000,Special Event,Y,500,Burnaby,19,40,Y
10/10/2015,28,1000,Chamber of Commerce,Y,50,Langley,136,20,Y
3/26/2015,19,4000,Speech,N,500,Vancouver,362,40,Y
6/29/2015,27,3000,Market Volunteer,Y,500,New Westminster,493,50,Y
6/28/2015,36,2000,Chamber of Commerce,Y,300,North Vancouver,269,40,Y
4/26/2015,39,3000,Study buddy Tutor,Y,50,Vancouver,201,20,Y
9/26/2015,36,3000,Fitness Class,Y,100,Coquitlam,17,10,Y
1/19/2015,40,1000,Speech,N,300,Burnaby,138,30,Y
7/26/2015,36,1000,Food Hamper Volunteer,Y,200,West Vancouver,459,20,Y
5/5/2015,14,1000,Speech,Y,100,Vancouver,332,50,Y
3/7/2015,29,2000,Nature House Volunteer,N,200,Burnaby,389,50,Y
9/9/2015,28,4000,Nature House Volunteer,Y,200,Richmond,83,40,Y
4/17/2015,23,4000,Contest,Y,50,Richmond,415,40,Y
6/8/2015,36,2000,Survey,Y,50,Maple Ridge,135,50,Y
6/5/2015,30,4000,Survey,Y,600,Burnaby,483,20,Y
5/29/2015,30,3000,Health Product Study,Y,50,Coquitlam,462,40,Y
6/3/2015,25,2000,In-School Mentor,Y,100,North Vancouver,370,20,Y
4/10/2015,38,2000,Concert,N,500,North Vancouver,212,20,Y
1/15/2015,19,3000,Parade,Y,400,Langley,37,10,N
10/12/2015,22,3000,Social Media,Y,400,Coquitlam,330,10,Y
8/29/2015,36,4000,Speech,Y,50,Vancouver,233,50,Y
9/15/2015,13,4000,Social Media,Y,600,Burnaby,310,40,Y
2/9/2015,33,4000,Competition,Y,200,Coquitlam,199,30,Y
2/5/2015,22,3000,Chamber of Commerce,Y,500,Maple Ridge,421,40,Y
6/30/2015,10,2000,Graphic Design,Y,500,Richmond,93,20,Y
10/11/2015,23,1000,Health Product Study,Y,200,New Westminster,286,30,Y
2/4/2015,10,1000,Training,Y,100,Langley,194,50,Y
3/20/2015,37,1000,Urban Native Youth Association,Y,600,Coquitlam,288,20,Y
1/14/2015,22,1000,Big Sister Program,Y,100,Coquitlam,37,20,Y
1/10/2015,26,3000,Food Hamper Volunteer,Y,500,West Vancouver,142,50,Y
7/30/2015,33,1000,Graphic Design,Y,300,Langley,345,40,Y
4/3/2015,12,1000,Graphic Design,Y,50,New Westminster,250,20,Y
10/6/2015,32,1000,Big Sister Program,Y,200,Langley,63,50,Y
3/30/2015,36,4000,Food Hamper Volunteer,Y,600,Langley,452,10,N
6/13/2015,27,2000,Market Volunteer,Y,50,New Westminster,408,50,Y
2/26/2015,10,1000,Equipment Sorter,Y,300,Maple Ridge,342,50,Y
5/19/2015,34,1000,Conference,Y,500,Coquitlam,396,30,Y
6/30/2015,12,3000,Speech,Y,500,West Vancouver,96,50,Y
7/22/2015,34,2000,Health Product Study,Y,200,West Vancouver,131,20,Y
4/14/2015,36,4000,Graphic Design,Y,300,Langley,90,50,Y
9/22/2015,27,3000,Fundraising,Y,50,Langley,96,30,Y
6/1/2015,10,3000,Urban Native Youth Association,Y,600,Maple Ridge,427,40,Y
7/22/2015,20,4000,Party,Y,50,Coquitlam,262,10,Y
5/2/2015,28,4000,In-School Mentor,Y,500,Burnaby,248,50,N
3/10/2015,25,2000,Speech,Y,500,New Westminster,473,30,Y
10/1/2015,12,1000,Recreation Assistants,Y,500,West Vancouver,73,40,Y
10/2/2015,15,3000,Equipment Sorter,Y,300,Burnaby,207,10,Y
4/24/2015,25,3000,Survey,Y,600,Richmond,47,50,Y
8/16/2015,18,4000,Nature House Volunteer,Y,200,Richmond,47,50,Y
9/2/2015,25,2000,Equipment Sorter,Y,500,Vancouver,187,50,Y
7/4/2015,35,2000,Recreation Assistants,Y,100,North Vancouver,270,20,N
3/11/2015,33,1000,Office Volunteer,Y,50,New Westminster,26,30,Y
1/8/2015,39,4000,Graphic Design,Y,400,Richmond,373,10,Y
10/22/2015,11,1000,Community Visitor,Y,100,Coquitlam,414,40,Y
9/4/2015,28,2000,Big Sister Program,Y,400,North Vancouver,384,30,Y
4/11/2015,18,3000,Survey,Y,50,Langley,213,20,Y
5/26/2015,30,3000,Meals on Wheels Volunteer,Y,400,Burnaby,49,20,Y
2/17/2015,34,4000,Nature House Volunteer,N,600,Vancouver,334,50,Y
2/6/2015,30,3000,Urban Native Youth Association,Y,100,Maple Ridge,46,40,Y
4/2/2015,10,1000,Study buddy Tutor,Y,50,Maple Ridge,289,10,Y
2/16/2015,25,4000,Graphic Design,Y,600,Coquitlam,271,20,Y
1/8/2015,32,2000,Special Event,Y,500,Richmond,195,20,Y
1/5/2015,28,4000,Equipment Sorter,Y,200,Maple Ridge,484,40,Y
1/26/2015,32,1000,Market Volunteer,N,500,Richmond,489,50,Y
9/10/2015,14,1000,Study buddy Tutor,Y,500,Richmond,114,20,Y
2/1/2015,35,4000,Nature House Volunteer,Y,300,North Vancouver,151,50,N
4/28/2015,33,2000,Fitness Class,Y,300,Richmond,439,10,Y
5/2/2015,23,3000,Childen Program,Y,500,Richmond,346,30,Y
6/21/2015,24,1000,Meals on Wheels Volunteer,Y,100,Langley,468,30,Y
5/17/2015,15,1000,Urban Native Youth Association,Y,50,North Vancouver,23,40,Y
6/27/2015,16,3000,Study buddy Tutor,Y,500,West Vancouver,126,10,Y
5/23/2015,13,1000,Training,N,400,New Westminster,344,30,Y
1/23/2015,12,1000,Recreation Assistants,Y,300,Maple Ridge,307,40,Y
10/16/2015,29,4000,Survey,Y,500,New Westminster,357,50,Y
4/30/2015,32,2000,Festival,Y,400,Richmond,477,10,Y
5/9/2015,14,3000,Speech,Y,400,Langley,498,50,Y
3/1/2015,21,2000,Big Sister Program,Y,100,Richmond,262,20,Y
2/15/2015,34,4000,Meals on Wheels Volunteer,Y,600,North Vancouver,490,40,Y
6/27/2015,24,1000,Speech,Y,500,Burnaby,57,40,Y
5/5/2015,10,2000,Office Volunteer,Y,300,Coquitlam,198,30,Y
5/21/2015,39,2000,Meals on Wheels Volunteer,Y,500,Maple Ridge,443,10,N
6/19/2015,27,4000,Social Media,Y,100,Richmond,498,20,Y
8/2/2015,28,1000,Chamber of Commerce,Y,200,West Vancouver,101,20,Y
2/19/2015,27,4000,Community Visitor,Y,50,Richmond,428,30,Y
10/20/2015,12,2000,Graphic Design,Y,100,New Westminster,367,50,Y
5/3/2015,18,4000,Concert,Y,50,Vancouver,470,30,Y
9/12/2015,27,3000,Special Event,Y,300,Coquitlam,209,20,Y
9/8/2015,31,3000,Parade,Y,50,West Vancouver,444,30,Y
10/10/2015,15,3000,Recreation Assistants,Y,50,North Vancouver,259,40,N
5/19/2015,15,3000,Competition,Y,300,New Westminster,298,20,Y
7/13/2015,11,2000,Development Volunteer,Y,500,Coquitlam,388,50,Y
9/17/2015,31,3000,Recreation Assistants,Y,500,North Vancouver,155,10,N
2/11/2015,28,4000,Parade,Y,200,Vancouver,349,20,Y
1/18/2015,19,3000,Party,Y,300,New Westminster,192,40,Y
9/22/2015,30,4000,Recreation Assistants,Y,400,Maple Ridge,282,20,N
1/22/2015,16,3000,Training,Y,100,Burnaby,423,50,Y
10/9/2015,30,3000,Speech,Y,50,North Vancouver,114,20,Y
8/14/2015,13,3000,Parade,Y,600,New Westminster,423,50,Y
4/15/2015,31,1000,Equipment Sorter,Y,300,North Vancouver,251,50,Y
2/26/2015,33,3000,Visual Arts Committee,Y,600,Langley,268,50,Y
5/17/2015,28,2000,In-School Mentor,Y,400,Coquitlam,158,20,Y
1/1/2015,34,1000,Concert,Y,400,North Vancouver,227,10,Y
9/9/2015,14,2000,In-School Mentor,Y,600,Coquitlam,418,10,Y
3/23/2015,34,3000,Office Volunteer,Y,50,New Westminster,383,30,N
3/25/2015,34,2000,Party,Y,50,Burnaby,408,40,Y
4/23/2015,33,2000,Urban Native Youth Association,Y,400,New Westminster,453,10,Y
8/10/2015,18,3000,Speech,Y,200,West Vancouver,180,30,Y
5/12/2015,33,4000,Health Product Study,Y,400,North Vancouver,160,50,Y
1/23/2015,40,2000,Festival,Y,50,Maple Ridge,125,10,Y
1/9/2015,39,3000,Recreation Assistants,Y,50,West Vancouver,218,50,Y
4/20/2015,38,3000,Childcare,Y,400,North Vancouver,205,10,Y
1/13/2015,18,3000,Survey,Y,600,Richmond,231,30,Y
7/5/2015,10,3000,Equipment Sorter,Y,500,Burnaby,198,30,Y
1/25/2015,15,1000,Community Visitor,Y,300,Langley,98,50,Y
7/2/2015,36,4000,Visual Arts Committee,Y,100,Burnaby,10,20,Y
7/7/2015,26,4000,Childen Program,Y,300,Maple Ridge,272,20,Y
5/30/2015,34,3000,Contest,Y,50,New Westminster,159,50,Y
7/29/2015,30,3000,Food Hamper Volunteer,Y,300,Vancouver,58,30,Y
3/2/2015,37,1000,Training,Y,600,Maple Ridge,152,40,Y
8/3/2015,13,2000,Speech,N,600,Coquitlam,280,40,Y
3/20/2015,29,1000,Childen Program,N,200,North Vancouver,359,50,Y
10/30/2015,10,2000,Community Visitor,Y,400,Burnaby,497,40,Y
7/4/2015,23,1000,Nature House Volunteer,Y,300,Richmond,375,40,Y
4/6/2015,10,2000,Parade,Y,400,New Westminster,257,40,Y
6/17/2015,12,4000,Concert,Y,50,North Vancouver,209,10,Y
3/22/2015,24,1000,Development Volunteer,Y,600,Vancouver,31,20,Y
3/17/2015,11,3000,Fundraising,Y,100,West Vancouver,249,30,Y
8/1/2015,35,3000,Survey,Y,200,West Vancouver,253,50,Y
4/9/2015,10,2000,Childcare,Y,300,North Vancouver,263,50,Y
5/14/2015,37,1000,Study buddy Tutor,Y,300,North Vancouver,365,10,N
2/23/2015,40,3000,Big Sister Program,N,400,West Vancouver,121,50,Y
10/8/2015,27,1000,Festival,Y,100,North Vancouver,152,40,Y
2/21/2015,23,1000,Seniors Centre Volunteer,Y,100,Burnaby,236,10,Y
4/15/2015,30,4000,Childen Program,Y,600,West Vancouver,63,10,N
8/23/2015,40,2000,Meals on Wheels Volunteer,N,300,Langley,210,20,Y
4/22/2015,38,1000,Market Volunteer,Y,50,Vancouver,29,50,Y
5/3/2015,16,1000,Urban Native Youth Association,Y,200,Richmond,134,10,Y
7/4/2015,15,4000,Speech,Y,500,Maple Ridge,274,40,Y
3/19/2015,24,1000,Festival,Y,200,New Westminster,128,30,Y
5/29/2015,23,1000,Party,Y,100,Richmond,492,40,Y
